,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
20,-1.0178688,-1.0498852,-0.12739673,-1.4493738,-0.29593104,0.9009262,3.3565602,-1.5389081,2.085272,0.5206838,0.66881335,-2.0850096,-0.70339155,1.5246457,-1.3805063,2.026506,0.12974812,-1.195222,1.3207368,-3.9167836,-0.05810364,0.85155123,3.8069887,-0.5955225,-1.0602618,0.1755863,1.4313412,-0.24194485,2.2318597,-1.7301934,-0.32137465,0.6784421
21,0.08051112,-1.8287454,0.28007445,1.8818121,0.9696635,3.0721445,1.0125011,-2.1867876,-1.1217487,1.6452929,0.770486,0.62358415,1.3476264,2.3288517,-1.2648753,1.3225684,-0.47881427,-1.8261774,0.4136297,-2.9587185,-0.38903672,-0.22238828,-1.3029361,0.9727616,-0.17859486,-0.4289081,-1.3933735,0.49769792,1.5920925,-1.0219603,0.5337646,0.11132035
22,-0.87934285,-0.11826784,-1.3596869,3.669792,0.59750193,3.0572498,-0.3436835,1.4042472,0.096172005,0.74645555,0.9904167,0.91505224,1.1910104,0.072387144,1.2655841,0.100941546,-0.32708085,-1.5166873,-1.8427044,0.5573118,-0.84904337,-0.8981486,-2.7792137,2.199595,-0.48542994,-1.0043482,0.97751087,0.35867816,0.7020565,-1.2053983,-2.2464025,0.06459867
23,-0.6238209,-0.93803346,-1.3538122,3.6502168,-0.01729016,3.4840517,0.5224074,0.71549153,-0.35083324,0.7380852,1.445836,1.3782694,1.0732666,1.0093337,0.9542489,0.22237808,-0.266295,-1.9386779,-1.8159038,-0.65247387,-0.5718244,-1.0026547,-2.3825245,1.7408928,-0.5901614,-1.5535864,0.48608813,0.4620475,1.4036943,-1.6732407,-2.124155,0.21333614
24,1.8729472,-0.60682607,0.3624712,1.0208169,0.56263953,0.38864055,1.7506281,-0.3707408,-0.63483685,0.97203404,1.1628138,-0.3920559,-1.0254095,-1.4091614,1.3310206,-0.22842905,-0.6360422,-1.7414597,-0.6599009,-1.4490572,0.76149887,1.9535716,0.60225904,-0.81646645,-2.1772776,-0.7328016,0.124160394,-1.5270144,0.2059596,-0.3438756,-0.06071764,-0.64690965
25,1.4955167,-2.2045798,1.5965402,0.41550052,1.44427,2.8319957,-0.6820007,-0.78512585,-0.76546556,2.3669972,2.6152523,0.67560476,-2.0644853,2.3157568,-4.5834107,1.0897168,-2.0900066,-1.6602042,-0.22599027,-0.062355362,-3.4965892,1.6612309,-4.260658,0.6352949,0.2545888,-2.018717,-3.7234135,-0.84209824,-1.6652777,-2.033896,2.0017579,-3.7690208
26,3.3016863,-1.328026,1.6720054,0.037738025,-0.7442756,0.14907216,-0.97801536,-0.8036055,-2.9153872,1.8436035,1.3051794,1.73775,-2.3927872,0.7577302,-1.319579,0.23436429,-1.0400298,-0.6753915,-1.1042184,0.71690977,-1.0979983,1.5542384,-2.7231472,-1.7469215,-1.1146588,-0.59650165,-2.7914648,-1.7353768,-2.2581549,-1.1308944,2.1005309,-2.555082
27,0.09734654,-1.8447127,0.30666548,1.8784549,0.99897027,3.0798817,1.0215772,-2.2357092,-1.1489326,1.6642103,0.76682246,0.6176336,1.3592259,2.3619614,-1.2936026,1.3344501,-0.4826747,-1.82852,0.43573296,-3.0058646,-0.39197445,-0.21683764,-1.3081903,0.9691977,-0.16659072,-0.42195427,-1.4358747,0.50834835,1.5976051,-1.0103817,0.56897515,0.109967895
28,1.6383641,-0.34312993,1.2949405,0.7501286,4.049474,1.2867901,3.0293965,-1.1620865,1.5652784,1.9644988,1.4621009,-3.803441,-1.0346259,-2.0483675,-0.59961,1.3556774,-1.9875811,-2.8676834,1.0793978,-2.8463082,-0.68434155,3.65438,1.9041255,0.4745348,-2.7705925,-0.117763415,0.70552003,-1.7746637,0.34343812,-0.445803,0.523497,-1.3830916
29,1.7460577,-0.3080021,-0.44792458,1.5543014,-2.4925177,-0.45008025,0.39388886,1.032146,-2.3273828,0.005143118,0.52508897,2.1421711,-1.1860695,-0.25311047,2.7596922,-1.2368289,0.8165758,-0.7596429,-2.6533215,0.21492423,0.9896802,-0.099855185,-0.8149039,-2.0008354,-1.0402961,-0.94176346,-0.22603182,-1.4876698,-0.15227894,-0.79595083,-0.99095345,0.15107217
30,-0.48092106,-1.1454829,-0.8649263,3.0370178,0.50187886,3.356926,0.69581294,-0.27791098,-0.4489904,1.0896002,1.2748772,0.93524504,1.2235148,1.4892284,0.12999804,0.67640376,-0.37588617,-1.9213412,-1.0847998,-1.5398815,-0.6995829,-0.81939137,-1.9679514,1.6078933,-0.4050445,-1.2060524,-0.08510287,0.61469555,1.4754399,-1.4249763,-1.2667183,0.1825071
31,-0.30060643,-2.1711702,0.95952445,0.7975832,2.0227678,3.7786024,-0.042105686,-0.72732705,0.51359725,2.0714629,2.490455,0.18363446,-1.0920738,2.7092779,-4.7823353,1.4251839,-1.9734354,-1.8130369,0.106818125,-0.6990685,-3.455335,1.0698034,-3.689979,1.7481823,0.5660025,-2.0506842,-2.91683,-0.031181553,-0.45217842,-2.1048644,1.181488,-2.9242706
32,-0.5393034,-1.3808603,-0.6075274,2.8964531,0.77924144,3.559921,0.70568,-0.7223108,-0.4531379,1.2296423,1.1899273,0.8742656,1.2965655,1.6266052,-0.3383058,1.0121541,-0.548042,-1.9530565,-0.6397233,-1.7407907,-0.7013018,-0.61811477,-1.9085659,1.7425526,-0.43264922,-0.99116755,-0.25113958,0.6135041,1.4802579,-1.4747462,-0.83082277,0.115463056
33,1.5323844,-2.7051754,1.8297224,-1.9262633,-2.0788822,-0.3656464,1.7967507,-4.1980352,-2.9346912,0.5306088,0.19850785,1.702626,-0.85245913,3.3291903,-1.9902433,0.9645978,0.42132202,0.032397676,1.9419619,-3.8116207,1.6968244,0.6653506,1.6946259,-3.0058746,-0.17452028,0.7155489,-2.7572854,-0.6151853,0.9795278,-0.5886121,3.031729,0.6156019
34,1.7686754,0.47477707,0.9457113,2.4274943,1.4728879,0.17872362,0.047440752,1.1134335,-0.31078354,1.263605,0.46544027,-0.53174716,-1.2770332,-2.6767623,2.2714758,-0.22096197,-0.87481016,-1.3523893,-1.1008055,1.2687156,0.18768877,2.0487874,-0.6902921,-0.079254866,-2.5088444,0.52526385,0.8987894,-2.4100332,-1.1878241,-0.31231764,0.19037265,-1.1734793
35,-0.5393034,-1.3808603,-0.6075274,2.8964531,0.77924144,3.559921,0.70568,-0.7223108,-0.4531379,1.2296423,1.1899273,0.8742656,1.2965655,1.6266052,-0.3383058,1.0121541,-0.548042,-1.9530565,-0.6397233,-1.7407907,-0.7013018,-0.61811477,-1.9085659,1.7425526,-0.43264922,-0.99116755,-0.25113958,0.6135041,1.4802579,-1.4747462,-0.83082277,0.115463056
36,-0.5393034,-1.3808603,-0.6075274,2.8964531,0.77924144,3.559921,0.70568,-0.7223108,-0.4531379,1.2296423,1.1899273,0.8742656,1.2965655,1.6266052,-0.3383058,1.0121541,-0.548042,-1.9530565,-0.6397233,-1.7407907,-0.7013018,-0.61811477,-1.9085659,1.7425526,-0.43264922,-0.99116755,-0.25113958,0.6135041,1.4802579,-1.4747462,-0.83082277,0.115463056
37,3.7724977,0.5764785,1.345639,2.784589,1.6733637,-0.47254875,0.118735775,0.9130703,-2.0193658,1.8666509,0.49461558,-0.14935187,-1.7660122,-3.4026096,3.5105855,-0.85587585,-0.97448486,-1.6394017,-2.006339,0.99647087,0.62207973,2.6273217,-1.2217965,-1.0780818,-3.216209,0.25889558,0.064953215,-2.906211,-1.8542941,0.19628865,0.54849714,-1.6706789
38,4.2524595,-2.1640494,2.777321,-1.4130267,-0.964383,0.12894452,-0.7428588,-2.4703012,-3.6949072,2.3957655,1.6270633,1.9201636,-3.0148034,1.9887586,-3.0496178,0.90349495,-1.4523183,-0.48078468,0.006304385,-0.5006669,-1.4104899,2.3295069,-2.6097503,-2.7557564,-1.2321409,-0.41825587,-4.385633,-1.9636997,-2.5184255,-1.2691557,3.874325,-3.2313657
39,-0.13668263,-1.0814458,-0.5645003,2.6716292,0.52119184,2.759657,0.67493683,-0.47898826,-0.7161679,1.1728303,0.97684187,0.84985524,1.1467084,1.316575,0.105710015,0.54482794,-0.26198703,-1.8153672,-0.9041433,-1.5823433,-0.46430454,-0.6781224,-1.7822798,1.2354735,-0.2850049,-0.98325336,-0.37482774,0.3497822,1.3277076,-1.0823667,-0.85286677,0.09857467
40,1.5427463,-0.54422784,0.9462654,0.53679305,0.22518224,0.03912132,1.4220719,-0.5872094,-0.6426191,0.2280117,0.7211354,-0.35261875,-1.7179408,-0.7755363,0.7281195,0.47621596,-0.60101956,-0.6620362,-0.1936175,-0.5306304,0.51564366,1.9527357,0.9658461,-1.2323493,-2.232333,0.3261013,0.27904046,-1.6341524,-0.3244177,-0.4847071,0.71606576,-0.31456417
41,1.245779,-1.5335261,-0.7254497,1.4953517,-3.4516313,0.65990615,1.2358596,0.16096793,-2.6113496,-0.21748921,1.2514883,3.0963447,-1.1001377,1.2427882,1.7980295,-0.83902454,0.8638659,-1.1513298,-2.2746496,-0.9958955,1.2175989,-0.41060057,-0.5412455,-2.2126153,-0.8396745,-1.7954229,-0.5628195,-0.9970809,0.842735,-1.5419307,-1.1476521,0.2378578
42,1.2712014,-1.6948799,0.5505407,2.562246,1.773684,3.5695672,-1.2939212,1.4595852,-0.64360416,1.9754723,3.028497,1.2880715,-2.0503645,1.2512265,-3.0396962,0.30473748,-2.2336752,-2.0551987,-2.0314002,1.866373,-3.7404387,1.2980644,-5.825587,1.6355777,0.13376419,-2.8683212,-2.9107828,-0.89529926,-1.8426927,-2.421528,0.3979614,-3.8898122
43,1.5323844,-2.7051754,1.8297224,-1.9262633,-2.0788822,-0.3656464,1.7967507,-4.1980352,-2.9346912,0.5306088,0.19850785,1.702626,-0.85245913,3.3291903,-1.9902433,0.9645978,0.42132202,0.032397676,1.9419619,-3.8116207,1.6968244,0.6653506,1.6946259,-3.0058746,-0.17452028,0.7155489,-2.7572854,-0.6151853,0.9795278,-0.5886121,3.031729,0.6156019
44,1.5079616,0.65039515,-0.960707,3.6693335,-0.6617511,0.5033718,-0.88087,2.5241804,-2.0812788,0.94884855,0.5834798,1.9519223,-0.13576134,-1.322446,3.9985702,-1.6475235,0.45601913,-1.3435396,-3.8295689,1.6320368,0.15314013,-0.84293425,-3.0970566,-0.12502246,-0.85513586,-1.1469811,0.3092722,-1.1218481,-0.6355188,-0.53845745,-2.0661924,-0.24933666
45,2.0983443,-1.7089977,1.3622491,1.0567676,1.2728205,2.3187368,-0.782426,-0.030656716,-1.1726501,2.1535008,2.50178,0.792805,-2.1421955,1.047559,-3.0005925,0.47172177,-2.0708458,-1.8512805,-0.9034457,0.5968732,-2.8275385,1.9086541,-4.1625876,0.33469683,-0.4396343,-1.9520711,-3.0968614,-1.2920716,-1.832925,-1.8806822,1.4608583,-3.6036937
46,3.5286117,-0.9246484,1.8242819,0.5657671,0.1087052,-0.11209399,0.5544935,-0.8677593,-2.3347769,1.1461389,1.388937,0.5618388,-2.770861,-0.603177,0.07220272,0.37157878,-1.1206641,-0.93428034,-0.9006291,-0.15679859,-0.31473655,2.5870872,-0.7390891,-1.9788558,-2.368559,-0.1718458,-1.5619154,-2.2830474,-1.6609974,-0.8413134,1.7375188,-1.8502227
47,1.5323844,-2.7051754,1.8297224,-1.9262633,-2.0788822,-0.3656464,1.7967507,-4.1980352,-2.9346912,0.5306088,0.19850785,1.702626,-0.85245913,3.3291903,-1.9902433,0.9645978,0.42132202,0.032397676,1.9419619,-3.8116207,1.6968244,0.6653506,1.6946259,-3.0058746,-0.17452028,0.7155489,-2.7572854,-0.6151853,0.9795278,-0.5886121,3.031729,0.6156019
48,1.7562732,-1.2006096,1.1077671,0.44220868,1.4679446,1.0397902,3.188173,-1.378344,0.17411135,0.65031874,1.6999382,-1.5041814,-1.9316565,-0.7599591,-0.20520498,0.9789697,-1.3186371,-1.8134166,0.5042827,-2.485809,0.22113699,3.1138198,1.8845633,-0.94405276,-2.9251735,-0.60117024,0.28861716,-1.7379428,0.56197345,-0.8111176,0.66284573,-0.76158077
49,3.0115674,-2.591818,2.2154956,-0.40884247,0.029509746,1.8331215,-1.2206526,-1.7428521,-2.7616427,2.6012044,2.3569963,1.9951222,-2.4760218,2.4358728,-4.095281,0.79262567,-1.8707983,-1.0078714,-0.25898087,0.1401217,-2.50264,1.8819369,-4.37793,-0.95263803,-0.29542673,-1.5763185,-4.6764855,-1.270777,-2.3979378,-1.7968352,3.1446328,-3.776196
50,1.5323844,-2.7051754,1.8297224,-1.9262633,-2.0788822,-0.3656464,1.7967507,-4.1980352,-2.9346912,0.5306088,0.19850785,1.702626,-0.85245913,3.3291903,-1.9902433,0.9645978,0.42132202,0.032397676,1.9419619,-3.8116207,1.6968244,0.6653506,1.6946259,-3.0058746,-0.17452028,0.7155489,-2.7572854,-0.6151853,0.9795278,-0.5886121,3.031729,0.6156019
51,1.5323844,-2.7051754,1.8297224,-1.9262633,-2.0788822,-0.3656464,1.7967507,-4.1980352,-2.9346912,0.5306088,0.19850785,1.702626,-0.85245913,3.3291903,-1.9902433,0.9645978,0.42132202,0.032397676,1.9419619,-3.8116207,1.6968244,0.6653506,1.6946259,-3.0058746,-0.17452028,0.7155489,-2.7572854,-0.6151853,0.9795278,-0.5886121,3.031729,0.6156019
52,-0.49458075,-1.1115495,0.0739467,2.4407277,3.1204886,3.8402226,0.9598584,0.8678153,1.9413055,1.2693573,2.4903355,-1.2671517,-0.7824445,0.6753421,-2.6873763,0.8527001,-1.935039,-2.6850252,-0.5605165,-0.63397014,-3.0479064,1.531638,-2.557016,2.5170655,-0.23247026,-2.3178096,-0.7259313,-0.28481972,0.23236677,-1.9109771,-0.77518505,-2.3494415
53,-0.5766943,-1.3984684,-0.6970707,0.5262978,-1.8391173,1.5626026,1.0758723,-0.062495083,0.020683637,-0.088529065,1.003882,1.266414,-0.27080172,1.0660236,-0.09928797,0.3986367,0.06560371,-0.92062455,-0.08266641,-0.9347741,0.5203142,-0.11493113,0.3902997,-0.36833552,-0.5610913,-0.8728226,0.706142,-0.4221172,1.1386287,-1.9454522,-0.67967975,0.16415173
54,-0.4341179,-1.8401152,-0.25803083,-0.116603255,-1.238316,1.5880662,2.5573528,-0.9728563,0.5868626,-0.17662476,1.6963857,0.20865977,-1.4288653,0.88580227,-0.72836775,1.1208336,-0.32604295,-0.9826502,0.66537523,-1.8454642,0.5641412,1.2312822,1.872673,-0.7370643,-1.7126893,-0.5208633,1.0040029,-1.0117493,1.2974674,-1.9822176,-0.034826122,-0.031468574
55,0.38419232,-0.59187293,0.56943023,0.82946837,3.2589123,2.0452893,2.9662457,-0.6253022,2.0685863,1.4163823,1.6213131,-3.2441292,-0.69171387,-1.1831489,-1.0253649,1.2011607,-1.6565523,-2.8367639,1.0566335,-2.6483793,-0.87530714,2.7977126,1.527249,0.8331938,-1.9665082,-0.64250267,1.1044543,-1.2027023,1.0058188,-1.1309872,-0.26458085,-1.089023
56,1.5323844,-2.7051754,1.8297224,-1.9262633,-2.0788822,-0.3656464,1.7967507,-4.1980352,-2.9346912,0.5306088,0.19850785,1.702626,-0.85245913,3.3291903,-1.9902433,0.9645978,0.42132202,0.032397676,1.9419619,-3.8116207,1.6968244,0.6653506,1.6946259,-3.0058746,-0.17452028,0.7155489,-2.7572854,-0.6151853,0.9795278,-0.5886121,3.031729,0.6156019
57,1.0266043,-1.7008603,1.1382554,0.86962396,1.1208514,2.5566812,-0.69755715,-0.1975399,-0.79185236,2.0652585,2.015455,0.8397839,-1.6325337,1.8435746,-3.3364267,0.7813139,-1.6850814,-1.4483181,-0.6754083,0.3857108,-2.859855,1.0991484,-3.9483962,0.6327115,0.15626259,-1.6160363,-2.8965366,-0.72352827,-1.3291436,-1.8621788,1.3504171,-2.9488614
58,1.3388025,-0.28922477,1.2713449,1.8998444,3.791397,1.8291013,1.4669899,0.31933975,1.4844015,1.6007932,1.6720333,-2.804175,-1.1601639,-1.690768,-0.73539406,0.6145004,-2.0544055,-2.670413,0.34818098,-0.6025914,-1.5230987,2.9604719,-0.4555789,1.2541816,-1.8650583,-0.5811343,0.2579465,-1.7653672,-0.36219302,-0.81724846,0.3809208,-2.0910919
59,0.31022283,-0.42353976,-1.2185156,2.9744112,-1.6118704,1.6320447,0.24308409,1.7163309,-1.1087862,0.28234217,0.99712974,1.9599797,-0.023016699,0.14917012,2.4135673,-0.7022114,0.41761112,-1.4668597,-2.680816,0.19775003,0.24727406,-0.786325,-1.8860464,0.022448158,-0.7930352,-1.379667,0.6966397,-0.6682784,0.75032246,-1.5189586,-2.2261782,0.30650425
60,1.7686754,0.47477707,0.9457113,2.4274943,1.4728879,0.17872362,0.047440752,1.1134335,-0.31078354,1.263605,0.46544027,-0.53174716,-1.2770332,-2.6767623,2.2714758,-0.22096197,-0.87481016,-1.3523893,-1.1008055,1.2687156,0.18768877,2.0487874,-0.6902921,-0.079254866,-2.5088444,0.52526385,0.8987894,-2.4100332,-1.1878241,-0.31231764,0.19037265,-1.1734793
61,-0.5976475,-0.81090224,-0.5302833,0.3462545,-0.42665935,1.4566684,1.0508066,-0.031039326,0.85833836,0.57109356,0.8428762,-0.12163212,-0.13974889,0.002830729,-0.24680701,0.71174586,-0.38464656,-1.0989032,0.32319808,-0.91354424,0.17302263,0.677651,0.7914985,0.26720098,-0.94680357,-0.4389813,1.2116488,-0.5548933,0.8046527,-1.5058761,-0.5776786,-0.08775557
62,4.546351,-1.7543736,2.3294706,-1.5410413,-2.7602754,-1.4371932,-0.8951864,-2.5866382,-5.1211467,1.9723926,0.51883686,2.8778806,-2.6300206,1.4011109,-0.5953105,-0.057665735,-0.24946904,0.16685481,-0.5809629,-0.3148316,0.6557549,1.3039112,-1.5428971,-4.0404086,-1.5801408,0.33070588,-3.4915245,-2.0450273,-2.2386343,-0.698062,3.408338,-1.6157818
63,-1.8706764,-1.1102087,0.6521782,-3.8951802,0.5174465,0.19719431,3.6791494,-3.7615697,2.794465,1.8788782,-0.7958373,-3.8930502,0.7086669,3.5571034,-3.7549844,3.1684039,0.7525949,-1.2336919,3.7764254,-7.044892,-0.35783896,0.2257183,5.8735228,-0.4537435,0.8656381,1.9006115,0.7322055,0.486505,3.3221798,-1.2664382,1.0232798,1.1252835
64,-0.24570376,-1.2675269,0.7453385,0.9413574,3.0301554,3.0860767,0.98947734,0.088110946,2.0082862,1.3981643,2.4485252,-1.6249568,-1.3456715,0.97288436,-3.831215,1.3865821,-2.1065013,-2.3304384,0.36195642,-0.9113655,-3.2295468,1.9526676,-1.9416327,1.9522202,0.016224897,-1.8410406,-1.3613456,-0.5418467,-0.11967346,-1.8083885,0.383921,-2.871748
65,-0.18960738,-0.96013236,0.70046425,1.0057111,-0.2390734,1.2592227,1.0810841,0.16236988,0.37011328,-0.24908742,1.0442764,0.10498028,-1.7645609,-0.2068493,0.20899865,1.0893419,-0.6749473,-0.2616862,0.06398198,0.8223298,0.16566283,1.541145,0.39510962,-0.3590315,-2.1536891,0.7008407,1.2175466,-1.7192048,-0.26447186,-1.6001256,0.6059388,-0.46634415
